brand,model,year,price,mileage,fuel_type,transmission,engine_capacity,body_type,location,condition,seller_type,color,features_count,vehicle_age,tax_era,brand_category,fuel_efficiency,is_popular_model,log_price,age_group,mileage_per_year,mileage_category,brand_age_interaction,is_premium_combo,engine_category,fuel_efficiency_enc,tax_era_enc,mileage_category_enc,engine_category_enc
Suzuki,Hustler,2021,2413674.0,16160,Hybrid,Automatic,2000,Wagon,Negombo,Used,Dealer,White,16,3,High Tax Era,Standard,High,0,14.69666104025869,New (0-3yr),5386.666666666667,Low,0,0,Medium,3,3,1,3
Nissan,Note,2016,1298510.0,58344,Diesel,Automatic,2000,Hatchback,Colombo,Reconditioned,Individual,Blue,10,8,Medium Tax Era,Standard,Low,0,14.076728781362112,Old (8-12yr),7293.0,Medium,0,0,Medium,1,2,2,3
Nissan,X-Trail,2021,2892257.0,52905,Hybrid,Automatic,2000,SUV,Negombo,Used,Dealer,Silver,23,3,High Tax Era,Standard,High,0,14.87754806989993,New (0-3yr),17635.0,Medium,0,0,Medium,3,3,2,3
Nissan,X-Trail,2016,1283891.0,69717,Petrol,Automatic,1300,SUV,Ratnapura,Used,Dealer,Red,17,8,Medium Tax Era,Standard,Medium,0,14.065406647544886,Old (8-12yr),8714.625,Medium,0,0,Small,2,2,2,2
Suzuki,Ertiga,2014,691195.0,197419,Petrol,Manual,1500,Coupe,Colombo,Reconditioned,Dealer,Black,5,10,Low Tax Era,Standard,Low,0,13.4461787094182,Old (8-12yr),19741.9,Very High,0,0,Small,1,1,4,2
Honda,Civic,2013,1307956.0,186565,Hybrid,Automatic,1000,Sedan,Colombo,Used,Dealer,White,16,11,Low Tax Era,Standard,High,0,14.083976935841163,Old (8-12yr),16960.454545454544,Very High,0,0,Small,3,1,4,2
Benz,A-Class,2020,4364980.125,56003,Hybrid,Automatic,2000,SUV,Kandy,Used,Individual,Black,6,4,High Tax Era,Luxury,High,0,15.28912442307696,Mid (4-7yr),14000.75,Medium,4,0,Medium,3,3,2,3
KIA,Picanto,2017,1872106.0,95184,Hybrid,Automatic,2000,SUV,Kalutara,Reconditioned,Individual,Silver,20,7,Medium Tax Era,Standard,High,0,14.44257509250587,Mid (4-7yr),13597.714285714286,Medium,0,0,Medium,3,2,2,3
Suzuki,Hustler,2009,500000.0,201844,Petrol,Automatic,2000,Coupe,Gampaha,Reconditioned,Dealer,Silver,17,15,Low Tax Era,Standard,Low,0,13.122365377402328,Vintage (13+yr),13456.266666666666,Very High,0,0,Medium,1,1,4,3
Suzuki,Celerio,2020,2404780.0,22423,Hybrid,Automatic,2000,Van,Kurunegala,Used,Individual,Blue,23,4,High Tax Era,Standard,High,0,14.692969397084699,Mid (4-7yr),5605.75,Low,0,0,Medium,3,3,1,3
Suzuki,Ertiga,2015,921010.0,82215,Petrol,Automatic,1300,Hatchback,Kurunegala,Used,Individual,Green,14,9,Low Tax Era,Standard,Medium,0,13.733227258705751,Old (8-12yr),9135.0,Medium,0,0,Small,2,1,2,2
Benz,C180,2008,949213.0,232839,Diesel,Manual,2500,Sedan,Galle,Used,Dealer,Black,8,16,Low Tax Era,Luxury,Low,0,13.763389552697513,Vintage (13+yr),14552.4375,Very High,16,0,Large,1,1,4,4
Suzuki,Alto,2016,1513663.0,43088,Hybrid,Automatic,660,Hatchback,Colombo,Reconditioned,Individual,White,20,8,Medium Tax Era,Standard,High,1,14.230043759683936,Old (8-12yr),5386.0,Low,0,1,Micro,3,2,1,1
Mitsubishi,Lancer,2019,2919789.0,64435,Hybrid,Automatic,2000,Coupe,Gampaha,Used,Dealer,Silver,23,5,Medium Tax Era,Standard,High,0,14.887022253850036,Mid (4-7yr),12887.0,Medium,0,0,Medium,3,2,2,3
Nissan,Juke,2009,500000.0,194930,Petrol,Automatic,1800,SUV,Negombo,Reconditioned,Individual,Silver,21,15,Low Tax Era,Standard,Low,0,13.122365377402328,Vintage (13+yr),12995.333333333334,Very High,0,0,Medium,1,1,4,3
Honda,City,2016,1457119.0,86835,Petrol,Automatic,1800,SUV,Kurunegala,Used,Individual,Silver,12,8,Medium Tax Era,Standard,Low,0,14.191972442801646,Old (8-12yr),10854.375,Medium,0,0,Medium,1,2,2,3
Mitsubishi,Mirage,2014,1176553.0,105595,Diesel,Automatic,1500,Wagon,Gampaha,Used,Individual,Black,14,10,Low Tax Era,Standard,Low,0,13.978100384948762,Old (8-12yr),10559.5,High,0,0,Small,1,1,3,2
Toyota,Aqua,2015,2000203.0,63212,Hybrid,Automatic,1500,Hatchback,Kalutara,Used,Individual,Silver,10,9,Low Tax Era,Standard,High,1,14.508759733322574,Old (8-12yr),7023.555555555556,Medium,0,0,Small,3,1,2,2
Suzuki,Alto,2020,1686833.0,17886,Petrol,Automatic,1000,Hatchback,Gampaha,Used,Dealer,Grey,16,4,High Tax Era,Standard,Medium,1,14.33836395716077,Mid (4-7yr),4471.5,Low,0,0,Small,2,3,1,2
Toyota,Camry,2021,3657464.0,22130,Petrol,Automatic,1500,Sedan,Galle,Reconditioned,Individual,Brown,13,3,High Tax Era,Standard,Low,0,15.11228084245264,New (0-3yr),7376.666666666667,Low,0,0,Small,1,3,1,2
Nissan,Juke,2017,1478180.0,79322,Petrol,Automatic,1300,Wagon,Kandy,Reconditioned,Dealer,Blue,13,7,Medium Tax Era,Standard,Medium,0,14.20632283577988,Mid (4-7yr),11331.714285714286,Medium,0,0,Small,2,2,2,2
KIA,Picanto,2014,1367942.0,197217,Hybrid,Automatic,1000,Hatchback,Negombo,Used,Dealer,White,24,10,Low Tax Era,Standard,High,0,14.128818709629886,Old (8-12yr),19721.7,Very High,0,0,Small,3,1,4,2
Toyota,Vezel,2018,2554736.0,54925,Diesel,Automatic,1500,SUV,Kandy,Used,Individual,Blue,14,6,Medium Tax Era,Standard,Low,1,14.753459840900984,Mid (4-7yr),9154.166666666666,Medium,0,0,Small,1,2,2,2
Toyota,CH-R,2020,3239402.0,41771,Hybrid,Automatic,1500,SUV,Matara,Used,Individual,Black,10,4,High Tax Era,Standard,High,0,14.99089961153143,Mid (4-7yr),10442.75,Low,0,0,Small,3,3,1,2
Honda,Vezel,2013,1209057.0,193884,Hybrid,Manual,1500,SUV,Jaffna,Used,Individual,Green,21,11,Low Tax Era,Standard,High,1,14.005352101978081,Old (8-12yr),17625.81818181818,Very High,0,0,Small,3,1,4,2
Hyundai,Tucson,2018,1651456.0,111200,Petrol,Automatic,1500,SUV,Negombo,Used,Individual,White,16,6,Medium Tax Era,Standard,Low,0,14.317168486537895,Mid (4-7yr),18533.333333333332,High,0,0,Small,1,2,3,2
Nissan,Note,2014,1056760.0,133380,Hybrid,Automatic,1800,Van,Gampaha,Used,Dealer,White,6,10,Low Tax Era,Standard,High,0,13.870719127648577,Old (8-12yr),13338.0,High,0,0,Medium,3,1,3,3
Toyota,Aqua,2013,1238817.0,223190,Diesel,Automatic,1300,Hatchback,Gampaha,Used,Individual,Silver,19,11,Low Tax Era,Standard,Medium,1,14.02966825716613,Old (8-12yr),20290.0,Very High,0,0,Small,2,1,4,2
Hyundai,i10,2014,923753.0,215099,Petrol,Automatic,1800,SUV,Negombo,Reconditioned,Individual,Grey,17,10,Low Tax Era,Standard,Low,0,13.736201081411087,Old (8-12yr),21509.9,Very High,0,0,Medium,1,1,4,3
Honda,Freed,2011,770428.0,212915,Petrol,Manual,1000,Van,Matara,Used,Dealer,Black,15,13,Low Tax Era,Standard,Medium,0,13.55470278154055,Vintage (13+yr),16378.076923076924,Very High,0,0,Small,2,1,4,2
Honda,Vezel,2015,1976186.0,42881,Hybrid,Automatic,1300,SUV,Batticaloa,Used,Dealer,Black,23,9,Low Tax Era,Standard,High,1,14.496679788439812,Old (8-12yr),4764.555555555556,Low,0,0,Small,3,1,1,2
Toyota,Axio,2012,999525.0,119023,Petrol,Automatic,1500,Sedan,Colombo,Reconditioned,Individual,White,8,12,Low Tax Era,Standard,Low,1,13.815036445590763,Old (8-12yr),9918.583333333334,High,0,1,Small,1,1,3,2
Nissan,March,2017,1423846.0,110077,Diesel,Automatic,660,Hatchback,Kurunegala,Used,Dealer,Black,20,7,Medium Tax Era,Standard,Medium,0,14.168872921361332,Mid (4-7yr),15725.285714285714,High,0,0,Micro,2,2,3,1
Nissan,Note,2009,549745.0,138480,Diesel,Automatic,1500,SUV,Gampaha,Used,Individual,Blue,12,15,Low Tax Era,Standard,Low,0,13.217211632355976,Vintage (13+yr),9232.0,High,0,0,Small,1,1,3,2
Toyota,Axio,2012,1234715.0,221129,Hybrid,Automatic,1500,Sedan,Colombo,Reconditioned,Individual,Black,19,12,Low Tax Era,Standard,High,1,14.026351542085301,Old (8-12yr),18427.416666666668,Very High,0,1,Small,3,1,4,2
Toyota,Axio,2011,783367.0,90588,Petrol,Manual,1300,Sedan,Colombo,Used,Dealer,Brown,5,13,Low Tax Era,Standard,Medium,1,13.571357851792143,Vintage (13+yr),6968.307692307692,Medium,0,0,Small,2,1,2,2
Nissan,Tiida,2010,517937.0,126766,Petrol,Automatic,1500,Wagon,Gampaha,Reconditioned,Individual,White,14,14,Low Tax Era,Standard,Low,0,13.157610822958375,Vintage (13+yr),9054.714285714286,High,0,0,Small,1,1,3,2
Toyota,Prius,2014,1378782.0,110653,Petrol,Automatic,2000,Wagon,Galle,Reconditioned,Dealer,White,5,10,Low Tax Era,Standard,Low,1,14.1367117839869,Old (8-12yr),11065.3,High,0,1,Medium,1,1,3,3
Suzuki,Every,2019,1597622.0,57920,Petrol,Automatic,1300,Van,Batticaloa,Reconditioned,Dealer,Grey,16,5,Medium Tax Era,Standard,Medium,0,14.284027457575005,Mid (4-7yr),11584.0,Medium,0,0,Small,2,2,2,2
Suzuki,Ertiga,2018,1352731.0,110382,Petrol,Automatic,1300,Wagon,Colombo,Used,Dealer,White,7,6,Medium Tax Era,Standard,Medium,0,14.117636809188399,Mid (4-7yr),18397.0,High,0,0,Small,2,2,3,2
BMW,530i,2017,2914962.0,119027,Petrol,Automatic,2000,Wagon,Colombo,Used,Individual,Red,9,7,Medium Tax Era,Luxury,Low,0,14.885367684718764,Mid (4-7yr),17003.85714285714,High,7,0,Medium,1,2,3,3
Toyota,Axio,2018,2846752.0,58033,Hybrid,Automatic,2000,Sedan,Negombo,Used,Individual,Black,22,6,Medium Tax Era,Standard,High,1,14.861689604505615,Mid (4-7yr),9672.166666666666,Medium,0,0,Medium,3,2,2,3
Toyota,Camry,2011,938058.0,129063,Petrol,Automatic,2000,Sedan,Colombo,Used,Dealer,White,16,13,Low Tax Era,Standard,Low,0,13.751568125797034,Vintage (13+yr),9927.923076923076,High,0,0,Medium,1,1,3,3
Honda,Civic,2015,1748337.0,100719,Hybrid,Automatic,1300,Sedan,Colombo,Used,Dealer,Black,20,9,Low Tax Era,Standard,High,0,14.374176180349632,Old (8-12yr),11191.0,High,0,0,Small,3,1,3,2
Toyota,Aqua,2015,1396696.0,63457,Diesel,Manual,1500,Hatchback,Kurunegala,Used,Dealer,Black,14,9,Low Tax Era,Standard,Low,1,14.149620721371459,Old (8-12yr),7050.777777777777,Medium,0,0,Small,1,1,2,2
Suzuki,Alto,2015,914283.0,64151,Petrol,Automatic,800,Hatchback,Kurunegala,Used,Individual,Blue,11,9,Low Tax Era,Standard,Medium,1,13.725896524272828,Old (8-12yr),7127.888888888889,Medium,0,0,Small,2,1,2,2
Suzuki,Spacia,2013,794018.0,193920,Petrol,Automatic,1500,SUV,Kandy,Used,Individual,White,22,11,Low Tax Era,Standard,Low,0,13.584862669414001,Old (8-12yr),17629.090909090908,Very High,0,0,Small,1,1,4,2
Hyundai,Santa Fe,2020,2506985.0,52338,Petrol,Automatic,1800,Sedan,Colombo,Reconditioned,Individual,White,23,4,High Tax Era,Standard,Low,0,14.734591792761057,Mid (4-7yr),13084.5,Medium,0,0,Medium,1,3,2,3
Nissan,Tiida,2020,2737827.0,25222,Hybrid,Automatic,2000,Wagon,Gampaha,Used,Individual,White,21,4,High Tax Era,Standard,High,0,14.822675463280966,Mid (4-7yr),6305.5,Low,0,0,Medium,3,3,1,3
Mitsubishi,Lancer,2012,943351.0,98895,Hybrid,Manual,1800,Hatchback,Matara,Used,Individual,Grey,21,12,Low Tax Era,Standard,High,0,13.757194768741396,Old (8-12yr),8241.25,Medium,0,0,Medium,3,1,2,3
Toyota,Corolla,2016,1977523.0,65146,Petrol,Automatic,1000,Sedan,Colombo,Used,Dealer,Red,10,8,Medium Tax Era,Standard,Medium,0,14.49735611508633,Old (8-12yr),8143.25,Medium,0,0,Small,2,2,2,2
Mazda,Mazda 3,2010,629823.0,174515,Petrol,Automatic,1300,SUV,Gampaha,Used,Individual,Black,11,14,Low Tax Era,Standard,Medium,0,13.353195694258657,Vintage (13+yr),12465.357142857143,Very High,0,0,Small,2,1,4,2
Suzuki,Every,2017,1619523.0,45974,Hybrid,Automatic,1800,Van,Negombo,Reconditioned,Individual,Black,18,7,Medium Tax Era,Standard,High,0,14.297642836872415,Mid (4-7yr),6567.714285714285,Low,0,0,Medium,3,2,1,3
Toyota,Axio,2019,3542982.0,48562,Hybrid,Automatic,1500,Sedan,Matara,Used,Individual,White,17,5,Medium Tax Era,Standard,High,1,15.080479585642477,Mid (4-7yr),9712.4,Low,0,0,Small,3,2,1,2
Suzuki,Every,2013,1023848.0,105105,Hybrid,Automatic,1000,Van,Batticaloa,Used,Dealer,Red,24,11,Low Tax Era,Standard,High,0,13.839079612770657,Old (8-12yr),9555.0,High,0,0,Small,3,1,3,2
Toyota,Corolla,2012,989646.0,200787,Petrol,Automatic,1500,Sedan,Gampaha,Reconditioned,Dealer,White,20,12,Low Tax Era,Standard,Low,0,13.805103592869559,Old (8-12yr),16732.25,Very High,0,0,Small,1,1,4,2
Toyota,Premio,2010,898613.0,111655,Petrol,Automatic,2000,Sedan,Colombo,Used,Dealer,Black,17,14,Low Tax Era,Standard,Low,0,13.708608855287618,Vintage (13+yr),7975.357142857143,High,0,0,Medium,1,1,3,3
Suzuki,Every,2017,1558167.0,67360,Hybrid,Manual,1000,Van,Negombo,Reconditioned,Individual,Silver,17,7,Medium Tax Era,Standard,High,0,14.259021330151525,Mid (4-7yr),9622.857142857143,Medium,0,0,Small,3,2,2,2
Toyota,Corolla,2012,875835.0,198368,Petrol,Manual,2000,Sedan,Gampaha,Reconditioned,Dealer,Green,11,12,Low Tax Era,Standard,Low,0,13.682934137779814,Old (8-12yr),16530.666666666668,Very High,0,0,Medium,1,1,4,3
Honda,Vezel,2008,512274.0,236640,Petrol,Automatic,1800,SUV,Jaffna,Used,Dealer,White,5,16,Low Tax Era,Standard,Low,1,13.146616869205033,Vintage (13+yr),14790.0,Very High,0,0,Medium,1,1,4,3
Toyota,Vitz,2016,2175964.0,61518,Diesel,Automatic,2000,Hatchback,Galle,Used,Individual,White,24,8,Medium Tax Era,Standard,Low,0,14.59298280226979,Old (8-12yr),7689.75,Medium,0,0,Medium,1,2,2,3
KIA,Cerato,2021,3458041.0,27961,Electric,Automatic,0,Sedan,Kandy,Used,Individual,White,14,3,High Tax Era,Standard,Very High,0,15.056213090900602,New (0-3yr),9320.333333333334,Low,0,0,Micro,4,3,1,1
Honda,Freed,2008,574999.0,111127,Petrol,Automatic,1300,Van,Jaffna,Used,Individual,White,22,16,Low Tax Era,Standard,Medium,0,13.262125319779487,Vintage (13+yr),6945.4375,High,0,0,Small,2,1,3,2
Suzuki,Every,2016,1388572.0,89725,Hybrid,Automatic,1300,Van,Negombo,Used,Individual,Black,12,8,Medium Tax Era,Standard,High,0,14.14378715906791,Old (8-12yr),11215.625,Medium,0,0,Small,3,2,2,2
Toyota,Axio,2017,2814347.0,48484,Hybrid,Automatic,2000,Sedan,Kalutara,Used,Dealer,Silver,24,7,Medium Tax Era,Standard,High,1,14.85024117638769,Mid (4-7yr),6926.285714285715,Low,0,0,Medium,3,2,1,3
Mitsubishi,Lancer,2017,2049077.0,47971,Hybrid,Automatic,1800,Wagon,Anuradhapura,Used,Individual,Silver,19,7,Medium Tax Era,Standard,High,0,14.532900493846421,Mid (4-7yr),6853.0,Low,0,0,Medium,3,2,1,3
Honda,City,2015,1813640.0,53782,Hybrid,Automatic,1000,Wagon,Matara,Reconditioned,Individual,White,8,9,Low Tax Era,Standard,High,0,14.410846984889487,Old (8-12yr),5975.777777777777,Medium,0,0,Small,3,1,2,2
Suzuki,Wagon R,2021,2151379.0,28864,Diesel,Automatic,800,Hatchback,Batticaloa,Used,Individual,White,16,3,High Tax Era,Standard,Medium,1,14.581620054664636,New (0-3yr),9621.333333333334,Low,0,0,Small,2,3,1,2
Toyota,Camry,2012,1053255.0,103880,Petrol,Automatic,1000,Sedan,Jaffna,Used,Dealer,Black,19,12,Low Tax Era,Standard,Medium,0,13.867396876478253,Old (8-12yr),8656.666666666666,High,0,0,Small,2,1,3,2
Toyota,Vitz,2015,2016054.0,111326,Hybrid,Automatic,1500,Hatchback,Gampaha,Used,Individual,Silver,14,9,Low Tax Era,Standard,High,0,14.516653189547288,Old (8-12yr),12369.555555555555,High,0,0,Small,3,1,3,2
Suzuki,Spacia,2018,1801125.0,44791,Hybrid,Manual,2000,Wagon,Colombo,Reconditioned,Individual,Gold,16,6,Medium Tax Era,Standard,High,0,14.40392258284363,Mid (4-7yr),7465.166666666667,Low,0,0,Medium,3,2,1,3
Suzuki,Spacia,2012,558347.0,247995,Petrol,Automatic,1500,Hatchback,Kurunegala,Used,Individual,Grey,11,12,Low Tax Era,Standard,Low,0,13.232737702884895,Old (8-12yr),20666.25,Very High,0,0,Small,1,1,4,2
Suzuki,Alto,2013,825166.0,119328,Hybrid,Manual,1000,Hatchback,Matara,Reconditioned,Individual,Silver,19,11,Low Tax Era,Standard,High,1,13.62334106907422,Old (8-12yr),10848.0,High,0,1,Small,3,1,3,2
Suzuki,Ertiga,2014,1046331.0,167052,Hybrid,Automatic,2000,Sedan,Colombo,Reconditioned,Individual,Black,16,10,Low Tax Era,Standard,High,0,13.860801272863993,Old (8-12yr),16705.2,Very High,0,0,Medium,3,1,4,3
Toyota,Corolla,2016,1827085.0,99254,Diesel,Manual,1300,Sedan,Kandy,Used,Individual,Black,12,8,Medium Tax Era,Standard,Medium,0,14.41823290595455,Old (8-12yr),12406.75,Medium,0,0,Small,2,2,2,2
Toyota,CH-R,2013,1423233.0,82093,Petrol,Automatic,1800,SUV,Colombo,Used,Individual,Black,23,11,Low Tax Era,Standard,Low,0,14.16844230487415,Old (8-12yr),7463.0,Medium,0,0,Medium,1,1,2,3
Suzuki,Every,2020,2076531.0,39908,Electric,Manual,0,Van,Negombo,Used,Individual,Silver,9,4,High Tax Era,Standard,Very High,0,14.546209752480797,Mid (4-7yr),9977.0,Low,0,0,Micro,4,3,1,1
Suzuki,Alto,2018,1269507.0,92107,Petrol,Automatic,800,Hatchback,Batticaloa,Used,Dealer,Black,7,6,Medium Tax Era,Standard,Medium,1,14.054139981800594,Mid (4-7yr),15351.166666666666,Medium,0,0,Small,2,2,2,2
Toyota,Vitz,2014,1429384.0,126008,Hybrid,Manual,2000,Hatchback,Galle,Reconditioned,Individual,Red,6,10,Low Tax Era,Standard,High,0,14.172754839799424,Old (8-12yr),12600.8,High,0,0,Medium,3,1,3,3
Nissan,Tiida,2019,2285464.0,55250,Hybrid,Automatic,2000,Van,Kandy,Reconditioned,Individual,Red,16,5,Medium Tax Era,Standard,High,0,14.642080062700995,Mid (4-7yr),11050.0,Medium,0,0,Medium,3,2,2,3
Mazda,CX-5,2017,1905045.0,61424,Petrol,Automatic,1800,SUV,Colombo,Used,Dealer,Black,24,7,Medium Tax Era,Standard,Low,0,14.460016713233031,Mid (4-7yr),8774.857142857143,Medium,0,0,Medium,1,2,2,3
Benz,A-Class,2016,4014715.0,93767,Diesel,Automatic,2500,Coupe,Colombo,Used,Individual,Black,24,8,Medium Tax Era,Luxury,Low,0,15.205477168116472,Old (8-12yr),11720.875,Medium,8,0,Large,1,2,2,4
Suzuki,Wagon R,2011,611715.0,200321,Diesel,Automatic,660,Hatchback,Kalutara,Used,Dealer,White,20,13,Low Tax Era,Standard,Medium,1,13.324023401501297,Vintage (13+yr),15409.307692307691,Very High,0,0,Micro,2,1,4,1
Toyota,Corolla,2013,1205391.0,217877,Petrol,Automatic,2000,Sedan,Colombo,Used,Individual,White,16,11,Low Tax Era,Standard,Low,0,14.002315383207995,Old (8-12yr),19807.0,Very High,0,0,Medium,1,1,4,3
Nissan,March,2011,725460.0,95021,Diesel,Automatic,800,Hatchback,Gampaha,Reconditioned,Individual,Black,19,13,Low Tax Era,Standard,Medium,0,13.494562593831148,Vintage (13+yr),7309.307692307692,Medium,0,0,Small,2,1,2,2
Suzuki,Swift,2012,665023.0,83810,Hybrid,Manual,1000,Hatchback,Kurunegala,Used,Individual,White,6,12,Low Tax Era,Standard,High,1,13.407578409212318,Old (8-12yr),6984.166666666667,Medium,0,0,Small,3,1,2,2
Suzuki,Alto,2016,1286068.0,59154,Hybrid,Automatic,1000,Hatchback,Negombo,Reconditioned,Dealer,Black,9,8,Medium Tax Era,Standard,High,1,14.067100837083728,Old (8-12yr),7394.25,Medium,0,1,Small,3,2,2,2
Toyota,CH-R,2015,1407507.0,88282,Petrol,Automatic,1000,SUV,Kurunegala,Reconditioned,Individual,Silver,7,9,Low Tax Era,Standard,Medium,0,14.15733132281642,Old (8-12yr),9809.111111111111,Medium,0,0,Small,2,1,2,2
Honda,Freed,2011,895219.0,173287,Diesel,Automatic,1500,Van,Galle,Used,Dealer,Silver,23,13,Low Tax Era,Standard,Low,0,13.704824777106516,Vintage (13+yr),13329.76923076923,Very High,0,0,Small,1,1,4,2
Nissan,X-Trail,2019,1664334.0,83372,Petrol,Automatic,2000,SUV,Ratnapura,Reconditioned,Individual,White,8,5,Medium Tax Era,Standard,Low,0,14.324936202216097,Mid (4-7yr),16674.4,Medium,0,0,Medium,1,2,2,3
Mazda,CX-5,2018,2179679.0,73298,Hybrid,Manual,2000,SUV,Galle,Used,Individual,White,16,6,Medium Tax Era,Standard,High,0,14.594688634999887,Mid (4-7yr),12216.333333333334,Medium,0,0,Medium,3,2,2,3
Benz,C200,2010,1456837.0,139099,Petrol,Automatic,2500,Hatchback,Ratnapura,Reconditioned,Dealer,Red,12,14,Low Tax Era,Luxury,Low,0,14.191778891624256,Vintage (13+yr),9935.642857142857,High,14,0,Large,1,1,3,4
Honda,City,2017,2047758.0,106046,Petrol,Automatic,2000,SUV,Colombo,Used,Dealer,Brown,17,7,Medium Tax Era,Standard,Low,0,14.532256582435947,Mid (4-7yr),15149.42857142857,High,0,0,Medium,1,2,3,3
Hyundai,i10,2009,500000.0,127037,Petrol,Automatic,1800,Sedan,Colombo,Used,Individual,Blue,16,15,Low Tax Era,Standard,Low,0,13.122365377402328,Vintage (13+yr),8469.133333333333,High,0,0,Medium,1,1,3,3
Toyota,Corolla,2010,754602.0,226080,Petrol,Manual,1000,Sedan,Gampaha,Used,Individual,Black,20,14,Low Tax Era,Standard,Medium,0,13.533947062120665,Vintage (13+yr),16148.57142857143,Very High,0,0,Small,2,1,4,2
Honda,Accord,2011,790373.0,186777,Petrol,Automatic,1300,Coupe,Galle,Used,Dealer,Black,23,13,Low Tax Era,Standard,Medium,0,13.580261530137909,Vintage (13+yr),14367.461538461539,Very High,0,0,Small,2,1,4,2
Mazda,Atenza,2017,2146277.0,82255,Hybrid,Automatic,1300,Coupe,Colombo,Used,Dealer,Black,8,7,Medium Tax Era,Standard,High,0,14.579245737119207,Mid (4-7yr),11750.714285714286,Medium,0,0,Small,3,2,2,2
Toyota,Vitz,2017,1724718.0,90355,Petrol,Manual,1000,Hatchback,Kandy,Used,Individual,Grey,12,7,Medium Tax Era,Standard,Medium,0,14.360574696627463,Mid (4-7yr),12907.857142857143,Medium,0,0,Small,2,2,2,2
Toyota,Premio,2021,3991474.0,47283,Hybrid,Automatic,2000,Sedan,Ratnapura,Used,Dealer,Grey,6,3,High Tax Era,Standard,High,0,15.199671394738843,New (0-3yr),15761.0,Low,0,0,Medium,3,3,1,3
Mazda,Demio,2014,1203322.0,121723,Petrol,Automatic,1500,Hatchback,Galle,Used,Dealer,Silver,20,10,Low Tax Era,Standard,Low,0,14.000597454346465,Old (8-12yr),12172.3,High,0,0,Small,1,1,3,2
Toyota,Aqua,2018,2155971.0,94030,Petrol,Automatic,1800,Hatchback,Negombo,Used,Dealer,Silver,12,6,Medium Tax Era,Standard,Low,1,14.583752223913706,Mid (4-7yr),15671.666666666666,Medium,0,0,Medium,1,2,2,3
Nissan,Leaf,2019,1858115.0,68415,Diesel,Automatic,1500,Van,Galle,Reconditioned,Individual,Silver,8,5,Medium Tax Era,Standard,Low,0,14.435073629130438,Mid (4-7yr),13683.0,Medium,0,0,Small,1,2,2,2
Toyota,Premio,2012,858698.0,193831,Petrol,Manual,2000,Sedan,Gampaha,Used,Dealer,Grey,10,12,Low Tax Era,Standard,Low,0,13.663173732108833,Old (8-12yr),16152.583333333334,Very High,0,0,Medium,1,1,4,3
Toyota,Allion,2012,1375899.0,109764,Hybrid,Automatic,1000,Sedan,Colombo,Used,Individual,White,10,12,Low Tax Era,Standard,High,0,14.134618620415909,Old (8-12yr),9147.0,High,0,0,Small,3,1,3,2
Toyota,CH-R,2018,2990685.0,57883,Hybrid,Automatic,1300,SUV,Galle,Reconditioned,Dealer,Black,20,6,Medium Tax Era,Standard,High,0,14.911013350489629,Mid (4-7yr),9647.166666666666,Medium,0,0,Small,3,2,2,2
Toyota,Camry,2013,1110674.0,176008,Petrol,Automatic,1300,Sedan,Jaffna,Used,Dealer,White,12,11,Low Tax Era,Standard,Medium,0,13.920478496573814,Old (8-12yr),16000.727272727272,Very High,0,0,Small,2,1,4,2
Suzuki,Ertiga,2016,1317027.0,86105,Hybrid,Automatic,1300,Hatchback,Gampaha,Reconditioned,Individual,Blue,12,8,Medium Tax Era,Standard,High,0,14.090888240939814,Old (8-12yr),10763.125,Medium,0,0,Small,3,2,2,2
Hyundai,Tucson,2021,2228722.0,53294,Petrol,Automatic,2000,SUV,Ratnapura,Reconditioned,Dealer,White,10,3,High Tax Era,Standard,Low,0,14.616939333672198,New (0-3yr),17764.666666666668,Medium,0,0,Medium,1,3,2,3
Suzuki,Celerio,2015,1138173.0,45594,Hybrid,Automatic,1500,Hatchback,Ratnapura,Reconditioned,Dealer,White,10,9,Low Tax Era,Standard,High,0,13.944935781804679,Old (8-12yr),5066.0,Low,0,0,Small,3,1,1,2
Toyota,Aqua,2016,1971555.0,81964,Petrol,Automatic,2000,Hatchback,Colombo,Reconditioned,Individual,White,14,8,Medium Tax Era,Standard,Low,1,14.494333636664354,Old (8-12yr),10245.5,Medium,0,1,Medium,1,2,2,3
Suzuki,Wagon R,2016,1223551.0,67898,Hybrid,Automatic,800,Hatchback,Matara,Used,Individual,Red,10,8,Medium Tax Era,Standard,High,1,14.01726866198338,Old (8-12yr),8487.25,Medium,0,0,Small,3,2,2,2
Hyundai,Accent,2019,2310017.0,58040,Hybrid,Manual,2000,Van,Kandy,Used,Individual,Black,16,5,Medium Tax Era,Standard,High,0,14.65276587467541,Mid (4-7yr),11608.0,Medium,0,0,Medium,3,2,2,3
Hyundai,Elantra,2013,1030204.0,182652,Hybrid,Automatic,2000,Sedan,Negombo,Reconditioned,Dealer,Silver,24,11,Low Tax Era,Standard,High,0,13.845268369528362,Old (8-12yr),16604.727272727272,Very High,0,0,Medium,3,1,4,3
Suzuki,Hustler,2016,1013888.0,50547,Petrol,Automatic,1500,Hatchback,Matara,Used,Individual,Brown,14,8,Medium Tax Era,Standard,Low,0,13.829303989685645,Old (8-12yr),6318.375,Medium,0,0,Small,1,2,2,2
