model,year,price,mileage,engine_capacity,color,features_count,vehicle_age,tax_era,fuel_efficiency,is_popular_model,log_price,age_group,mileage_per_year,mileage_category,brand_age_interaction,is_premium_combo,engine_category,fuel_efficiency_enc,tax_era_enc,mileage_category_enc,engine_category_enc,brand_Benz,brand_Honda,brand_Hyundai,brand_KIA,brand_Mazda,brand_Mitsubishi,brand_Nissan,brand_Suzuki,brand_Toyota,fuel_type_Electric,fuel_type_Hybrid,fuel_type_Petrol,transmission_Manual,body_type_Hatchback,body_type_SUV,body_type_Sedan,body_type_Van,body_type_Wagon,condition_Used,seller_type_Individual,brand_category_Standard,location_Batticaloa,location_Colombo,location_Galle,location_Gampaha,location_Jaffna,location_Kalutara,location_Kandy,location_Kurunegala,location_Matara,location_Negombo,location_Ratnapura
Tiida,2010,517937.0,126766,1500,White,14,14,Low Tax Era,Low,0,13.157610822958375,Vintage (13+yr),9054.714285714286,High,0,0,Small,1,1,3,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Prius,2014,1378782.0,110653,2000,White,5,10,Low Tax Era,Low,1,14.1367117839869,Old (8-12yr),11065.3,High,0,1,Medium,1,1,3,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Every,2019,1597622.0,57920,1300,Grey,16,5,Medium Tax Era,Medium,0,14.284027457575005,Mid (4-7yr),11584.0,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Ertiga,2018,1352731.0,110382,1300,White,7,6,Medium Tax Era,Medium,0,14.117636809188399,Mid (4-7yr),18397.0,High,0,0,Small,2,2,3,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
530i,2017,2914962.0,119027,2000,Red,9,7,Medium Tax Era,Low,0,14.885367684718764,Mid (4-7yr),17003.85714285714,High,7,0,Medium,1,2,3,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
Axio,2018,2846752.0,58033,2000,Black,22,6,Medium Tax Era,High,1,14.861689604505615,Mid (4-7yr),9672.166666666666,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Camry,2011,938058.0,129063,2000,White,16,13,Low Tax Era,Low,0,13.751568125797034,Vintage (13+yr),9927.923076923076,High,0,0,Medium,1,1,3,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Civic,2015,1748337.0,100719,1300,Black,20,9,Low Tax Era,High,0,14.374176180349632,Old (8-12yr),11191.0,High,0,0,Small,3,1,3,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Aqua,2015,1396696.0,63457,1500,Black,14,9,Low Tax Era,Low,1,14.149620721371459,Old (8-12yr),7050.777777777777,Medium,0,0,Small,1,1,2,2,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
Alto,2015,914283.0,64151,800,Blue,11,9,Low Tax Era,Medium,1,13.725896524272828,Old (8-12yr),7127.888888888889,Medium,0,0,Small,2,1,2,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
Spacia,2013,794018.0,193920,1500,White,22,11,Low Tax Era,Low,0,13.584862669414001,Old (8-12yr),17629.090909090908,Very High,0,0,Small,1,1,4,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Santa Fe,2020,2506985.0,52338,1800,White,23,4,High Tax Era,Low,0,14.734591792761057,Mid (4-7yr),13084.5,Medium,0,0,Medium,1,3,2,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Tiida,2020,2737827.0,25222,2000,White,21,4,High Tax Era,High,0,14.822675463280966,Mid (4-7yr),6305.5,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Lancer,2012,943351.0,98895,1800,Grey,21,12,Low Tax Era,High,0,13.757194768741396,Old (8-12yr),8241.25,Medium,0,0,Medium,3,1,2,3,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Corolla,2016,1977523.0,65146,1000,Red,10,8,Medium Tax Era,Medium,0,14.49735611508633,Old (8-12yr),8143.25,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Mazda 3,2010,629823.0,174515,1300,Black,11,14,Low Tax Era,Medium,0,13.353195694258657,Vintage (13+yr),12465.357142857143,Very High,0,0,Small,2,1,4,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Every,2017,1619523.0,45974,1800,Black,18,7,Medium Tax Era,High,0,14.297642836872415,Mid (4-7yr),6567.714285714285,Low,0,0,Medium,3,2,1,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Axio,2019,3542982.0,48562,1500,White,17,5,Medium Tax Era,High,1,15.080479585642477,Mid (4-7yr),9712.4,Low,0,0,Small,3,2,1,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Every,2013,1023848.0,105105,1000,Red,24,11,Low Tax Era,High,0,13.839079612770657,Old (8-12yr),9555.0,High,0,0,Small,3,1,3,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Corolla,2012,989646.0,200787,1500,White,20,12,Low Tax Era,Low,0,13.805103592869559,Old (8-12yr),16732.25,Very High,0,0,Small,1,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Premio,2010,898613.0,111655,2000,Black,17,14,Low Tax Era,Low,0,13.708608855287618,Vintage (13+yr),7975.357142857143,High,0,0,Medium,1,1,3,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Every,2017,1558167.0,67360,1000,Silver,17,7,Medium Tax Era,High,0,14.259021330151525,Mid (4-7yr),9622.857142857143,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Corolla,2012,875835.0,198368,2000,Green,11,12,Low Tax Era,Low,0,13.682934137779814,Old (8-12yr),16530.666666666668,Very High,0,0,Medium,1,1,4,3,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Vezel,2008,512274.0,236640,1800,White,5,16,Low Tax Era,Low,1,13.146616869205033,Vintage (13+yr),14790.0,Very High,0,0,Medium,1,1,4,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Vitz,2016,2175964.0,61518,2000,White,24,8,Medium Tax Era,Low,0,14.59298280226979,Old (8-12yr),7689.75,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Cerato,2021,3458041.0,27961,0,White,14,3,High Tax Era,Very High,0,15.056213090900602,New (0-3yr),9320.333333333334,Low,0,0,Micro,4,3,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Freed,2008,574999.0,111127,1300,White,22,16,Low Tax Era,Medium,0,13.262125319779487,Vintage (13+yr),6945.4375,High,0,0,Small,2,1,3,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
Every,2016,1388572.0,89725,1300,Black,12,8,Medium Tax Era,High,0,14.14378715906791,Old (8-12yr),11215.625,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Axio,2017,2814347.0,48484,2000,Silver,24,7,Medium Tax Era,High,1,14.85024117638769,Mid (4-7yr),6926.285714285715,Low,0,0,Medium,3,2,1,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Lancer,2017,2049077.0,47971,1800,Silver,19,7,Medium Tax Era,High,0,14.532900493846421,Mid (4-7yr),6853.0,Low,0,0,Medium,3,2,1,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
City,2015,1813640.0,53782,1000,White,8,9,Low Tax Era,High,0,14.410846984889487,Old (8-12yr),5975.777777777777,Medium,0,0,Small,3,1,2,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Wagon R,2021,2151379.0,28864,800,White,16,3,High Tax Era,Medium,1,14.581620054664636,New (0-3yr),9621.333333333334,Low,0,0,Small,2,3,1,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Camry,2012,1053255.0,103880,1000,Black,19,12,Low Tax Era,Medium,0,13.867396876478253,Old (8-12yr),8656.666666666666,High,0,0,Small,2,1,3,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Vitz,2015,2016054.0,111326,1500,Silver,14,9,Low Tax Era,High,0,14.516653189547288,Old (8-12yr),12369.555555555555,High,0,0,Small,3,1,3,2,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Spacia,2018,1801125.0,44791,2000,Gold,16,6,Medium Tax Era,High,0,14.40392258284363,Mid (4-7yr),7465.166666666667,Low,0,0,Medium,3,2,1,3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Spacia,2012,558347.0,247995,1500,Grey,11,12,Low Tax Era,Low,0,13.232737702884895,Old (8-12yr),20666.25,Very High,0,0,Small,1,1,4,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
Alto,2013,825166.0,119328,1000,Silver,19,11,Low Tax Era,High,1,13.62334106907422,Old (8-12yr),10848.0,High,0,1,Small,3,1,3,2,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Ertiga,2014,1046331.0,167052,2000,Black,16,10,Low Tax Era,High,0,13.860801272863993,Old (8-12yr),16705.2,Very High,0,0,Medium,3,1,4,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Corolla,2016,1827085.0,99254,1300,Black,12,8,Medium Tax Era,Medium,0,14.41823290595455,Old (8-12yr),12406.75,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
CH-R,2013,1423233.0,82093,1800,Black,23,11,Low Tax Era,Low,0,14.16844230487415,Old (8-12yr),7463.0,Medium,0,0,Medium,1,1,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Every,2020,2076531.0,39908,0,Silver,9,4,High Tax Era,Very High,0,14.546209752480797,Mid (4-7yr),9977.0,Low,0,0,Micro,4,3,1,1,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Alto,2018,1269507.0,92107,800,Black,7,6,Medium Tax Era,Medium,1,14.054139981800594,Mid (4-7yr),15351.166666666666,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Vitz,2014,1429384.0,126008,2000,Red,6,10,Low Tax Era,High,0,14.172754839799424,Old (8-12yr),12600.8,High,0,0,Medium,3,1,3,3,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
Tiida,2019,2285464.0,55250,2000,Red,16,5,Medium Tax Era,High,0,14.642080062700995,Mid (4-7yr),11050.0,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
CX-5,2017,1905045.0,61424,1800,Black,24,7,Medium Tax Era,Low,0,14.460016713233031,Mid (4-7yr),8774.857142857143,Medium,0,0,Medium,1,2,2,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
A-Class,2016,4014715.0,93767,2500,Black,24,8,Medium Tax Era,Low,0,15.205477168116472,Old (8-12yr),11720.875,Medium,8,0,Large,1,2,2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
Wagon R,2011,611715.0,200321,660,White,20,13,Low Tax Era,Medium,1,13.324023401501297,Vintage (13+yr),15409.307692307691,Very High,0,0,Micro,2,1,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Corolla,2013,1205391.0,217877,2000,White,16,11,Low Tax Era,Low,0,14.002315383207995,Old (8-12yr),19807.0,Very High,0,0,Medium,1,1,4,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
March,2011,725460.0,95021,800,Black,19,13,Low Tax Era,Medium,0,13.494562593831148,Vintage (13+yr),7309.307692307692,Medium,0,0,Small,2,1,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Swift,2012,665023.0,83810,1000,White,6,12,Low Tax Era,High,1,13.407578409212318,Old (8-12yr),6984.166666666667,Medium,0,0,Small,3,1,2,2,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
Alto,2016,1286068.0,59154,1000,Black,9,8,Medium Tax Era,High,1,14.067100837083728,Old (8-12yr),7394.25,Medium,0,1,Small,3,2,2,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
CH-R,2015,1407507.0,88282,1000,Silver,7,9,Low Tax Era,Medium,0,14.15733132281642,Old (8-12yr),9809.111111111111,Medium,0,0,Small,2,1,2,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
Freed,2011,895219.0,173287,1500,Silver,23,13,Low Tax Era,Low,0,13.704824777106516,Vintage (13+yr),13329.76923076923,Very High,0,0,Small,1,1,4,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
X-Trail,2019,1664334.0,83372,2000,White,8,5,Medium Tax Era,Low,0,14.324936202216097,Mid (4-7yr),16674.4,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
CX-5,2018,2179679.0,73298,2000,White,16,6,Medium Tax Era,High,0,14.594688634999887,Mid (4-7yr),12216.333333333334,Medium,0,0,Medium,3,2,2,3,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
C200,2010,1456837.0,139099,2500,Red,12,14,Low Tax Era,Low,0,14.191778891624256,Vintage (13+yr),9935.642857142857,High,14,0,Large,1,1,3,4,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
City,2017,2047758.0,106046,2000,Brown,17,7,Medium Tax Era,Low,0,14.532256582435947,Mid (4-7yr),15149.42857142857,High,0,0,Medium,1,2,3,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
i10,2009,500000.0,127037,1800,Blue,16,15,Low Tax Era,Low,0,13.122365377402328,Vintage (13+yr),8469.133333333333,High,0,0,Medium,1,1,3,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Corolla,2010,754602.0,226080,1000,Black,20,14,Low Tax Era,Medium,0,13.533947062120665,Vintage (13+yr),16148.57142857143,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Accord,2011,790373.0,186777,1300,Black,23,13,Low Tax Era,Medium,0,13.580261530137909,Vintage (13+yr),14367.461538461539,Very High,0,0,Small,2,1,4,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Atenza,2017,2146277.0,82255,1300,Black,8,7,Medium Tax Era,High,0,14.579245737119207,Mid (4-7yr),11750.714285714286,Medium,0,0,Small,3,2,2,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Vitz,2017,1724718.0,90355,1000,Grey,12,7,Medium Tax Era,Medium,0,14.360574696627463,Mid (4-7yr),12907.857142857143,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Premio,2021,3991474.0,47283,2000,Grey,6,3,High Tax Era,High,0,15.199671394738843,New (0-3yr),15761.0,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Demio,2014,1203322.0,121723,1500,Silver,20,10,Low Tax Era,Low,0,14.000597454346465,Old (8-12yr),12172.3,High,0,0,Small,1,1,3,2,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Aqua,2018,2155971.0,94030,1800,Silver,12,6,Medium Tax Era,Low,1,14.583752223913706,Mid (4-7yr),15671.666666666666,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Leaf,2019,1858115.0,68415,1500,Silver,8,5,Medium Tax Era,Low,0,14.435073629130438,Mid (4-7yr),13683.0,Medium,0,0,Small,1,2,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
Premio,2012,858698.0,193831,2000,Grey,10,12,Low Tax Era,Low,0,13.663173732108833,Old (8-12yr),16152.583333333334,Very High,0,0,Medium,1,1,4,3,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Allion,2012,1375899.0,109764,1000,White,10,12,Low Tax Era,High,0,14.134618620415909,Old (8-12yr),9147.0,High,0,0,Small,3,1,3,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
CH-R,2018,2990685.0,57883,1300,Black,20,6,Medium Tax Era,High,0,14.911013350489629,Mid (4-7yr),9647.166666666666,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Camry,2013,1110674.0,176008,1300,White,12,11,Low Tax Era,Medium,0,13.920478496573814,Old (8-12yr),16000.727272727272,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Ertiga,2016,1317027.0,86105,1300,Blue,12,8,Medium Tax Era,High,0,14.090888240939814,Old (8-12yr),10763.125,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Tucson,2021,2228722.0,53294,2000,White,10,3,High Tax Era,Low,0,14.616939333672198,New (0-3yr),17764.666666666668,Medium,0,0,Medium,1,3,2,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Celerio,2015,1138173.0,45594,1500,White,10,9,Low Tax Era,High,0,13.944935781804679,Old (8-12yr),5066.0,Low,0,0,Small,3,1,1,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Aqua,2016,1971555.0,81964,2000,White,14,8,Medium Tax Era,Low,1,14.494333636664354,Old (8-12yr),10245.5,Medium,0,1,Medium,1,2,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Wagon R,2016,1223551.0,67898,800,Red,10,8,Medium Tax Era,High,1,14.01726866198338,Old (8-12yr),8487.25,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Accent,2019,2310017.0,58040,2000,Black,16,5,Medium Tax Era,High,0,14.65276587467541,Mid (4-7yr),11608.0,Medium,0,0,Medium,3,2,2,3,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Elantra,2013,1030204.0,182652,2000,Silver,24,11,Low Tax Era,High,0,13.845268369528362,Old (8-12yr),16604.727272727272,Very High,0,0,Medium,3,1,4,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Hustler,2016,1013888.0,50547,1500,Brown,14,8,Medium Tax Era,Low,0,13.829303989685645,Old (8-12yr),6318.375,Medium,0,0,Small,1,2,2,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
318i,2012,1826504.0,236546,3500,Silver,24,12,Low Tax Era,Low,0,14.417914862689775,Old (8-12yr),19712.166666666668,Very High,12,0,Large,1,1,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Camry,2013,1415037.0,155992,1000,White,7,11,Low Tax Era,High,0,14.162666943822558,Old (8-12yr),14181.09090909091,Very High,0,0,Small,3,1,4,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False
Atenza,2014,1170463.0,192099,1800,White,23,10,Low Tax Era,Low,0,13.972910809352982,Old (8-12yr),19209.9,Very High,0,0,Medium,1,1,4,3,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Axio,2015,1497812.0,115166,1300,White,5,9,Low Tax Era,Medium,1,14.219516602156187,Old (8-12yr),12796.222222222223,High,0,0,Small,2,1,3,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Rio,2017,2032791.0,73289,1500,Black,19,7,Medium Tax Era,High,0,14.524920775521867,Mid (4-7yr),10469.857142857143,Medium,0,0,Small,3,2,2,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Accord,2016,1545032.0,68016,1500,White,7,8,Medium Tax Era,Low,0,14.25055582730918,Old (8-12yr),8502.0,Medium,0,0,Small,1,2,2,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Freed,2016,2076018.0,104325,1300,Grey,23,8,Medium Tax Era,High,0,14.545962675441835,Old (8-12yr),13040.625,High,0,0,Small,3,2,3,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Ertiga,2015,1002251.0,41832,1800,White,24,9,Low Tax Era,Low,0,13.817760026012865,Old (8-12yr),4648.0,Low,0,0,Medium,1,1,1,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Every,2015,1141323.0,73649,1800,Black,18,9,Low Tax Era,High,0,13.94769954997213,Old (8-12yr),8183.222222222223,Medium,0,0,Medium,3,1,2,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
CH-R,2013,1155287.0,153339,1300,White,19,11,Low Tax Era,Medium,0,13.959860221504675,Old (8-12yr),13939.90909090909,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Vezel,2019,3239716.0,94399,2000,Black,20,5,Medium Tax Era,High,1,14.990996538274644,Mid (4-7yr),18879.8,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Leaf,2022,3326499.0,30919,2000,Blue,8,2,High Tax Era,High,0,15.017431258164079,New (0-3yr),15459.5,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Accord,2015,1551128.0,59171,1300,Grey,10,9,Low Tax Era,High,0,14.254493610847067,Old (8-12yr),6574.555555555556,Medium,0,0,Small,3,1,2,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Aqua,2013,1081358.0,242842,1300,White,9,11,Low Tax Era,Medium,1,13.89372914139587,Old (8-12yr),22076.545454545456,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Leaf,2020,2958295.0,23884,1500,Silver,22,4,High Tax Era,High,0,14.900123984859706,Mid (4-7yr),5971.0,Low,0,0,Small,3,3,1,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
