brand,model,year,price,mileage,fuel_type,transmission,engine_capacity,body_type,location,condition,seller_type,color,features_count,vehicle_age,tax_era,brand_category,fuel_efficiency,price_per_km,is_popular_model
Honda,Insight,2011,845489,120475,Petrol,Automatic,1000,Coupe,Colombo,Used,Individual,White,21,13,Low Tax Era,Standard,Medium,7.02,0
Toyota,Allion,2015,1857772,54414,Hybrid,Manual,1300,Sedan,Kurunegala,Used,Individual,Black,14,9,Low Tax Era,Standard,High,34.14,0
Toyota,Aqua,2012,1417147,163384,Hybrid,Automatic,1500,Hatchback,Colombo,Used,Individual,White,21,12,Low Tax Era,Standard,High,8.67,1
Honda,Civic,2017,1816949,103965,Diesel,Automatic,2000,Sedan,Gampaha,Used,Individual,Silver,18,7,Medium Tax Era,Standard,Low,17.48,0
Toyota,Axio,2012,992477,218426,Diesel,Automatic,1300,Sedan,Galle,Used,Individual,White,6,12,Low Tax Era,Standard,Medium,4.54,1
Mitsubishi,Montero,2014,1524686,108926,Electric,Automatic,0,Hatchback,Gampaha,Reconditioned,Individual,Silver,23,10,Low Tax Era,Standard,Very High,14,0
Honda,Insight,2008,581414,147616,Petrol,Manual,1500,Sedan,Colombo,Reconditioned,Individual,Silver,19,16,Low Tax Era,Standard,Low,3.94,0
Toyota,Vitz,2011,994960,138502,Diesel,Automatic,2000,Hatchback,Matara,Reconditioned,Individual,Black,22,13,Low Tax Era,Standard,Low,7.18,0
Suzuki,Ertiga,2017,1811033,59627,Electric,Automatic,0,Sedan,Colombo,Used,Dealer,White,23,7,Medium Tax Era,Standard,Very High,30.37,0
Honda,Insight,2019,2570054,75892,Hybrid,Automatic,1300,Wagon,Colombo,Used,Dealer,White,7,5,Medium Tax Era,Standard,High,33.86,0
Suzuki,Every,2021,2436679,34522,Diesel,Automatic,1800,Van,Colombo,Used,Individual,Silver,20,3,High Tax Era,Standard,Low,70.58,0
Mazda,CX-5,2013,1005474,145524,Petrol,Automatic,1300,SUV,Galle,Used,Dealer,White,15,11,Low Tax Era,Standard,Medium,6.91,0
Suzuki,Wagon R,2010,517093,192651,Diesel,Manual,800,Hatchback,Colombo,Used,Individual,Green,19,14,Low Tax Era,Standard,Medium,2.68,1
Toyota,Prius,2018,2465286,90494,Hybrid,Automatic,1500,Sedan,Colombo,Used,Individual,White,6,6,Medium Tax Era,Standard,High,27.24,1
BMW,X1,2018,4010978,72230,Diesel,Automatic,2000,Van,Matara,Used,Dealer,Black,22,6,Medium Tax Era,Luxury,Low,55.53,0
Mitsubishi,Mirage,2014,1348738,180088,Hybrid,Manual,2000,Hatchback,Matara,Reconditioned,Individual,Black,23,10,Low Tax Era,Standard,High,7.49,0
Honda,Accord,2019,2519588,95371,Hybrid,Automatic,1500,Sedan,Matara,Reconditioned,Dealer,White,7,5,Medium Tax Era,Standard,High,26.42,0
Suzuki,Ertiga,2018,1672356,81979,Electric,Automatic,0,SUV,Colombo,Used,Individual,Gold,12,6,Medium Tax Era,Standard,Very High,20.4,0
Suzuki,Spacia,2015,1151274,100758,Hybrid,Automatic,2000,SUV,Colombo,Used,Dealer,White,17,9,Low Tax Era,Standard,High,11.43,0
Toyota,Vezel,2013,1450310,101638,Hybrid,Automatic,1500,SUV,Galle,Reconditioned,Dealer,Red,20,11,Low Tax Era,Standard,High,14.27,1
Suzuki,Hustler,2013,586852,217844,Petrol,Automatic,1300,Sedan,Kandy,Used,Dealer,White,10,11,Low Tax Era,Standard,Medium,2.69,0
Honda,Accord,2011,802911,212450,Petrol,Automatic,1000,Van,Galle,Used,Dealer,White,17,13,Low Tax Era,Standard,Medium,3.78,0
Toyota,Prius,2020,4044116,41337,Hybrid,Automatic,1000,Coupe,Galle,Reconditioned,Individual,White,16,4,High Tax Era,Standard,High,97.83,1
Suzuki,Wagon R,2017,1711786,80581,Hybrid,Automatic,660,Hatchback,Colombo,Used,Individual,Black,24,7,Medium Tax Era,Standard,High,21.24,1
Toyota,Corolla,2017,2380464,40515,Hybrid,Automatic,1000,Sedan,Gampaha,Used,Individual,Silver,9,7,Medium Tax Era,Standard,High,58.75,0
Honda,Grace,2020,3051505,51444,Electric,Manual,0,Sedan,Gampaha,Reconditioned,Dealer,White,18,4,High Tax Era,Standard,Very High,59.32,0
Toyota,Axio,2020,3932197,38849,Hybrid,Automatic,1800,Sedan,Anuradhapura,Used,Individual,Black,11,4,High Tax Era,Standard,High,101.21,1
Honda,City,2015,1775191,105497,Hybrid,Automatic,1000,Hatchback,Colombo,Used,Individual,Gold,11,9,Low Tax Era,Standard,High,16.83,0
Nissan,Note,2014,892039,240337,Petrol,Automatic,2000,SUV,Colombo,Used,Individual,Brown,13,10,Low Tax Era,Standard,Low,3.71,0
Nissan,Juke,2019,1895393,54605,Petrol,Manual,1500,Sedan,Kandy,Used,Individual,White,20,5,Medium Tax Era,Standard,Low,34.71,0
Mazda,CX-3,2020,3262803,46898,Hybrid,Automatic,1300,Coupe,Gampaha,Reconditioned,Individual,Silver,23,4,High Tax Era,Standard,High,69.57,0
Toyota,Vitz,2008,685885,234546,Diesel,Automatic,1500,Hatchback,Kalutara,Reconditioned,Individual,Grey,13,16,Low Tax Era,Standard,Low,2.92,0
Honda,Accord,2018,2621971,84066,Hybrid,Automatic,1500,Sedan,Jaffna,Used,Individual,White,15,6,Medium Tax Era,Standard,High,31.19,0
Honda,City,2018,2394818,62504,Diesel,Automatic,2000,SUV,Colombo,Reconditioned,Dealer,Silver,21,6,Medium Tax Era,Standard,Low,38.31,0
Toyota,Prius,2015,1504391,110990,Petrol,Automatic,1300,Van,Negombo,Used,Dealer,Grey,6,9,Low Tax Era,Standard,Medium,13.55,1
Suzuki,Ertiga,2023,2678841,2407,Hybrid,Manual,1800,Coupe,Galle,Used,Individual,Grey,10,1,High Tax Era,Standard,High,1112.48,0
Suzuki,Alto,2010,500000,227032,Petrol,Automatic,660,Hatchback,Matara,Used,Dealer,Grey,21,14,Low Tax Era,Standard,Medium,2.2,1
Toyota,CH-R,2019,2731202,46054,Diesel,Automatic,1000,SUV,Kalutara,Used,Individual,White,12,5,Medium Tax Era,Standard,Medium,59.3,0
Mazda,Demio,2008,500000,180963,Petrol,Automatic,1300,Hatchback,Colombo,Used,Individual,Red,5,16,Low Tax Era,Standard,Medium,2.76,0
Nissan,Caravan,2016,1303193,108689,Petrol,Automatic,1000,Van,Colombo,Reconditioned,Individual,Green,20,8,Medium Tax Era,Standard,Medium,11.99,0
Nissan,Leaf,2015,1247237,53329,Hybrid,Automatic,1500,Wagon,Jaffna,Used,Dealer,White,6,9,Low Tax Era,Standard,High,23.39,0
Benz,E200,2022,6245445,44991,Petrol,Automatic,3000,Coupe,Jaffna,Used,Individual,Black,13,2,High Tax Era,Luxury,Low,138.81,0
Suzuki,Swift,2011,500000,189765,Petrol,Manual,1000,Hatchback,Colombo,Reconditioned,Individual,White,7,13,Low Tax Era,Standard,Medium,2.63,1
Suzuki,Swift,2020,2532337,43060,Hybrid,Automatic,1000,Hatchback,Colombo,Reconditioned,Individual,White,18,4,High Tax Era,Standard,High,58.81,1
Mazda,Mazda 3,2018,2068819,74678,Petrol,Automatic,1500,Hatchback,Matara,Used,Individual,White,23,6,Medium Tax Era,Standard,Low,27.7,0
Nissan,Caravan,2016,1175758,49269,Petrol,Automatic,1000,Van,Galle,Reconditioned,Individual,Blue,11,8,Medium Tax Era,Standard,Medium,23.86,0
Toyota,Prius,2015,1939696,83459,Hybrid,Automatic,1500,Hatchback,Gampaha,Used,Individual,Red,13,9,Low Tax Era,Standard,High,23.24,1
Toyota,Premio,2015,1465450,70930,Diesel,Automatic,1300,Sedan,Gampaha,Used,Dealer,Red,8,9,Low Tax Era,Standard,Medium,20.66,0
Suzuki,Wagon R,2018,1138156,119737,Petrol,Manual,1000,Hatchback,Kandy,Used,Dealer,Silver,6,6,Medium Tax Era,Standard,Medium,9.51,1
Suzuki,Celerio,2020,1961080,41655,Hybrid,Manual,1000,Sedan,Negombo,Used,Dealer,Silver,6,4,High Tax Era,Standard,High,47.08,0
Honda,Civic,2011,819489,221385,Diesel,Automatic,1500,Sedan,Kurunegala,Used,Dealer,Black,21,13,Low Tax Era,Standard,Low,3.7,0
Suzuki,Alto,2012,725231,168177,Hybrid,Automatic,1000,Hatchback,Colombo,Used,Dealer,Grey,9,12,Low Tax Era,Standard,High,4.31,1
Toyota,Corolla,2010,848090,112167,Petrol,Automatic,2000,Sedan,Gampaha,Reconditioned,Individual,Blue,8,14,Low Tax Era,Standard,Low,7.56,0
Toyota,Vezel,2018,2679068,106900,Hybrid,Manual,1300,SUV,Colombo,Used,Individual,Brown,22,6,Medium Tax Era,Standard,High,25.06,1
KIA,Cerato,2014,1159315,234961,Hybrid,Automatic,1500,Van,Gampaha,Used,Individual,White,23,10,Low Tax Era,Standard,High,4.93,0
Suzuki,Alto,2014,939180,92379,Hybrid,Manual,1000,Hatchback,Anuradhapura,Used,Dealer,Red,21,10,Low Tax Era,Standard,High,10.17,1
Nissan,Leaf,2020,2266847,34810,Electric,Automatic,0,Coupe,Ratnapura,Used,Dealer,Blue,5,4,High Tax Era,Standard,Very High,65.12,0
Suzuki,Ertiga,2015,1181653,112903,Hybrid,Automatic,1800,Sedan,Colombo,Used,Dealer,Black,17,9,Low Tax Era,Standard,High,10.47,0
Toyota,Allion,2018,2722932,91658,Hybrid,Automatic,1000,Sedan,Galle,Reconditioned,Dealer,White,6,6,Medium Tax Era,Standard,High,29.71,0
Suzuki,Ertiga,2008,500000,163521,Petrol,Automatic,2000,Sedan,Galle,Reconditioned,Individual,Red,7,16,Low Tax Era,Standard,Low,3.06,0
Nissan,Caravan,2015,1323768,117355,Hybrid,Automatic,1800,Van,Gampaha,Used,Dealer,Silver,23,9,Low Tax Era,Standard,High,11.28,0
Honda,Vezel,2014,1296126,169242,Hybrid,Automatic,1500,SUV,Gampaha,Reconditioned,Dealer,Red,9,10,Low Tax Era,Standard,High,7.66,1
Toyota,Vitz,2013,1157140,209863,Diesel,Automatic,1300,Hatchback,Kandy,Reconditioned,Dealer,Red,16,11,Low Tax Era,Standard,Medium,5.51,0
Toyota,Prius,2010,711404,125689,Petrol,Manual,1500,Sedan,Kurunegala,Used,Individual,Black,8,14,Low Tax Era,Standard,Low,5.66,1
Toyota,Aqua,2018,2042509,73541,Petrol,Automatic,1000,Hatchback,Kandy,Used,Individual,White,8,6,Medium Tax Era,Standard,Medium,27.77,1
Mitsubishi,Pajero,2010,566967,199243,Petrol,Manual,1300,Wagon,Colombo,Reconditioned,Individual,Grey,11,14,Low Tax Era,Standard,Medium,2.85,0
Nissan,X-Trail,2009,500000,241323,Petrol,Manual,1300,SUV,Kurunegala,Used,Individual,White,12,15,Low Tax Era,Standard,Medium,2.07,0
Toyota,Corolla,2013,1367639,245847,Hybrid,Manual,1800,Sedan,Matara,Used,Individual,White,18,11,Low Tax Era,Standard,High,5.56,0
Suzuki,Alto,2017,1308714,77706,Hybrid,Automatic,800,Hatchback,Negombo,Used,Individual,Gold,6,7,Medium Tax Era,Standard,High,16.84,1
Suzuki,Alto,2017,1608136,69553,Diesel,Automatic,800,Hatchback,Colombo,Used,Individual,White,24,7,Medium Tax Era,Standard,Medium,23.12,1
Mazda,Demio,2020,2557383,48710,Petrol,Automatic,1300,Hatchback,Kandy,Used,Individual,Red,20,4,High Tax Era,Standard,Medium,52.5,0
Hyundai,Accent,2011,696003,241297,Diesel,Automatic,2000,SUV,Jaffna,Used,Dealer,Black,16,13,Low Tax Era,Standard,Low,2.88,0
Nissan,March,2015,1342797,51221,Hybrid,Automatic,1000,Hatchback,Galle,Reconditioned,Individual,Silver,13,9,Low Tax Era,Standard,High,26.22,0
Mazda,CX-3,2012,734337,213964,Petrol,Automatic,1300,Van,Gampaha,Reconditioned,Individual,Red,5,12,Low Tax Era,Standard,Medium,3.43,0
Honda,Insight,2009,729447,167892,Petrol,Automatic,1500,Wagon,Colombo,Used,Dealer,Black,20,15,Low Tax Era,Standard,Low,4.34,0
Toyota,Camry,2019,2536600,106543,Petrol,Automatic,2000,Sedan,Gampaha,Reconditioned,Dealer,White,18,5,Medium Tax Era,Standard,Low,23.81,0
Suzuki,Every,2018,1268145,42637,Petrol,Automatic,2000,Van,Negombo,Used,Dealer,Brown,14,6,Medium Tax Era,Standard,Low,29.74,0
Toyota,Premio,2015,1648343,77045,Petrol,Automatic,1800,Sedan,Colombo,Reconditioned,Individual,Black,6,9,Low Tax Era,Standard,Low,21.39,0
Suzuki,Every,2020,2233058,54850,Electric,Automatic,0,Van,Ratnapura,Used,Individual,Silver,17,4,High Tax Era,Standard,Very High,40.71,0
Toyota,Allion,2014,1323706,99177,Diesel,Automatic,1000,Sedan,Colombo,Used,Dealer,Grey,11,10,Low Tax Era,Standard,Medium,13.35,0
Toyota,CH-R,2015,1875433,114160,Petrol,Automatic,1300,SUV,Colombo,Reconditioned,Dealer,Black,19,9,Low Tax Era,Standard,Medium,16.43,0
Suzuki,Alto,2020,2250634,36168,Hybrid,Automatic,1000,Hatchback,Kandy,Reconditioned,Dealer,White,8,4,High Tax Era,Standard,High,62.23,1
Honda,Grace,2020,3207034,53523,Petrol,Automatic,1800,Sedan,Colombo,Reconditioned,Dealer,Silver,19,4,High Tax Era,Standard,Low,59.92,0
Toyota,Premio,2014,1480298,237732,Hybrid,Automatic,1300,Sedan,Galle,Used,Dealer,Green,16,10,Low Tax Era,Standard,High,6.23,0
Toyota,Allion,2015,1686626,119553,Diesel,Manual,1300,Sedan,Colombo,Used,Individual,White,23,9,Low Tax Era,Standard,Medium,14.11,0
Toyota,Aqua,2014,1578193,235732,Hybrid,Automatic,1000,Hatchback,Colombo,Reconditioned,Individual,Silver,10,10,Low Tax Era,Standard,High,6.69,1
Toyota,Prius,2008,757881,117879,Diesel,Automatic,1000,Van,Gampaha,Used,Dealer,Grey,20,16,Low Tax Era,Standard,Medium,6.43,1
Suzuki,Hustler,2017,1058972,81115,Petrol,Automatic,1000,Wagon,Negombo,Reconditioned,Dealer,Blue,7,7,Medium Tax Era,Standard,Medium,13.06,0
Toyota,Vitz,2010,953282,107307,Petrol,Automatic,1500,Hatchback,Gampaha,Used,Dealer,Silver,23,14,Low Tax Era,Standard,Low,8.88,0
Toyota,Camry,2021,4125035,30123,Hybrid,Automatic,1300,Sedan,Negombo,Used,Dealer,Green,11,3,High Tax Era,Standard,High,136.94,0
Suzuki,Every,2010,558667,133144,Diesel,Automatic,2000,Van,Galle,Used,Dealer,Black,23,14,Low Tax Era,Standard,Low,4.2,0
Suzuki,Ertiga,2019,1463997,61120,Diesel,Automatic,1800,Van,Galle,Reconditioned,Individual,Blue,5,5,Medium Tax Era,Standard,Low,23.95,0
Nissan,March,2013,906902,175377,Hybrid,Automatic,800,Hatchback,Jaffna,Reconditioned,Individual,Black,6,11,Low Tax Era,Standard,High,5.17,0
Toyota,Vitz,2013,1514118,246280,Hybrid,Automatic,1500,Hatchback,Colombo,Reconditioned,Individual,Grey,24,11,Low Tax Era,Standard,High,6.15,0
KIA,Sorento,2016,1273430,116958,Petrol,Automatic,1800,Sedan,Gampaha,Used,Individual,White,22,8,Medium Tax Era,Standard,Low,10.89,0
Nissan,Juke,2015,1407368,85641,Hybrid,Automatic,1000,Van,Colombo,Used,Dealer,Black,11,9,Low Tax Era,Standard,High,16.43,0
Toyota,Vitz,2022,3819972,51018,Petrol,Automatic,1300,Hatchback,Gampaha,Used,Dealer,Silver,23,2,High Tax Era,Standard,Medium,74.87,0
Toyota,Aqua,2017,2501478,45495,Hybrid,Automatic,1000,Hatchback,Ratnapura,Used,Dealer,White,17,7,Medium Tax Era,Standard,High,54.98,1
Suzuki,Hustler,2020,2008500,38544,Diesel,Automatic,1500,Van,Colombo,Used,Dealer,White,10,4,High Tax Era,Standard,Low,52.11,0
Toyota,Axio,2017,2551079,43832,Hybrid,Automatic,1800,Sedan,Ratnapura,Reconditioned,Individual,Blue,7,7,Medium Tax Era,Standard,High,58.2,1
Benz,C200,2018,3860203,51814,Petrol,Automatic,3500,Van,Kandy,Used,Individual,Black,17,6,Medium Tax Era,Luxury,Low,74.5,0
Toyota,Camry,2017,2598999,66505,Hybrid,Automatic,1500,Sedan,Gampaha,Used,Dealer,White,24,7,Medium Tax Era,Standard,High,39.08,0
Toyota,Corolla,2017,2529229,90726,Electric,Manual,0,Sedan,Colombo,Reconditioned,Dealer,Blue,24,7,Medium Tax Era,Standard,Very High,27.88,0
Honda,Insight,2016,1965166,64624,Hybrid,Automatic,2000,Hatchback,Colombo,Used,Individual,White,14,8,Medium Tax Era,Standard,High,30.41,0
Suzuki,Hustler,2019,1629267,66639,Petrol,Automatic,1800,Hatchback,Kandy,Used,Individual,Silver,11,5,Medium Tax Era,Standard,Low,24.45,0
Honda,Vezel,2014,1162937,137241,Petrol,Automatic,2000,SUV,Gampaha,Used,Dealer,Gold,20,10,Low Tax Era,Standard,Low,8.47,1
Nissan,Tiida,2020,2329525,48785,Diesel,Manual,1500,Wagon,Colombo,Reconditioned,Dealer,Red,11,4,High Tax Era,Standard,Low,47.75,0
BMW,X5,2011,1396827,117201,Diesel,Automatic,2500,SUV,Batticaloa,Reconditioned,Dealer,Black,7,13,Low Tax Era,Luxury,Low,11.92,0
Toyota,Camry,2010,748545,143745,Petrol,Manual,1300,Sedan,Gampaha,Used,Dealer,White,20,14,Low Tax Era,Standard,Medium,5.21,0
Suzuki,Spacia,2019,1799326,54292,Hybrid,Automatic,1800,Hatchback,Colombo,Used,Dealer,White,9,5,Medium Tax Era,Standard,High,33.14,0
Nissan,Tiida,2016,1285242,100726,Hybrid,Manual,1500,Coupe,Galle,Used,Individual,Brown,12,8,Medium Tax Era,Standard,High,12.76,0
Honda,Accord,2014,1389090,109685,Hybrid,Manual,1800,Hatchback,Kurunegala,Used,Individual,Silver,14,10,Low Tax Era,Standard,High,12.66,0
Toyota,Allion,2012,977953,187044,Petrol,Automatic,2000,Sedan,Colombo,Used,Dealer,Blue,5,12,Low Tax Era,Standard,Low,5.23,0
Toyota,Vezel,2021,3931163,32948,Hybrid,Automatic,1800,SUV,Negombo,Reconditioned,Dealer,Silver,13,3,High Tax Era,Standard,High,119.31,1
Toyota,Corolla,2019,2909875,117225,Petrol,Automatic,1500,Sedan,Gampaha,Used,Dealer,White,22,5,Medium Tax Era,Standard,Low,24.82,0
Toyota,Premio,2016,2104069,49583,Petrol,Automatic,1500,Sedan,Colombo,Reconditioned,Dealer,White,18,8,Medium Tax Era,Standard,Low,42.43,0
Toyota,Camry,2016,2103358,99902,Electric,Manual,0,Sedan,Colombo,Used,Dealer,White,19,8,Medium Tax Era,Standard,Very High,21.05,0
Honda,Vezel,2020,3220618,32706,Electric,Automatic,0,SUV,Batticaloa,Used,Dealer,White,11,4,High Tax Era,Standard,Very High,98.47,1
KIA,Sportage,2020,2643704,37372,Electric,Automatic,0,Van,Negombo,Used,Individual,Black,7,4,High Tax Era,Standard,Very High,70.74,0
Toyota,Corolla,2017,1828082,98959,Diesel,Automatic,1500,Sedan,Kurunegala,Used,Individual,White,8,7,Medium Tax Era,Standard,Low,18.47,0
Toyota,Prius,2015,1506700,98901,Petrol,Automatic,1800,Wagon,Kandy,Used,Dealer,Silver,13,9,Low Tax Era,Standard,Low,15.23,1
Toyota,Prius,2018,2852602,73005,Hybrid,Automatic,1300,Hatchback,Matara,Used,Individual,Red,9,6,Medium Tax Era,Standard,High,39.07,1
Suzuki,Every,2015,1013843,70562,Hybrid,Automatic,1300,Van,Kalutara,Reconditioned,Individual,Silver,8,9,Low Tax Era,Standard,High,14.37,0
Toyota,Corolla,2008,698000,185585,Diesel,Automatic,1300,Sedan,Gampaha,Used,Dealer,White,16,16,Low Tax Era,Standard,Medium,3.76,0
Hyundai,Santa Fe,2015,1154486,60541,Petrol,Automatic,1300,Hatchback,Colombo,Reconditioned,Individual,Blue,17,9,Low Tax Era,Standard,Medium,19.07,0
Honda,Civic,2013,1160802,248455,Hybrid,Manual,2000,Sedan,Batticaloa,Reconditioned,Individual,White,22,11,Low Tax Era,Standard,High,4.67,0
Mitsubishi,Outlander,2013,955631,86041,Diesel,Automatic,1800,SUV,Colombo,Used,Dealer,Blue,13,11,Low Tax Era,Standard,Low,11.11,0
Toyota,Prius,2013,1199706,186553,Petrol,Automatic,1500,Sedan,Galle,Reconditioned,Individual,Silver,7,11,Low Tax Era,Standard,Low,6.43,1
Suzuki,Spacia,2020,1644024,32194,Diesel,Manual,1800,Sedan,Colombo,Reconditioned,Dealer,White,8,4,High Tax Era,Standard,Low,51.06,0
Toyota,Vitz,2014,1237715,213085,Petrol,Manual,1800,Hatchback,Anuradhapura,Used,Dealer,White,12,10,Low Tax Era,Standard,Low,5.81,0
Suzuki,Celerio,2008,500000,221522,Petrol,Automatic,1300,SUV,Galle,Used,Individual,Black,13,16,Low Tax Era,Standard,Medium,2.26,0
Mazda,Axela,2013,924467,215958,Diesel,Automatic,2000,Hatchback,Matara,Used,Individual,White,17,11,Low Tax Era,Standard,Low,4.28,0
Suzuki,Wagon R,2016,1154330,49969,Petrol,Manual,660,Hatchback,Kandy,Reconditioned,Individual,Silver,21,8,Medium Tax Era,Standard,Medium,23.1,1
KIA,Sorento,2018,2127154,45544,Hybrid,Automatic,2000,Hatchback,Gampaha,Reconditioned,Dealer,Black,7,6,Medium Tax Era,Standard,High,46.7,0
KIA,Sorento,2021,2455961,37760,Petrol,Automatic,1000,Van,Kalutara,Used,Dealer,Black,10,3,High Tax Era,Standard,Medium,65.04,0
Toyota,Vitz,2015,1974904,98047,Hybrid,Automatic,1000,Hatchback,Kurunegala,Used,Individual,Red,9,9,Low Tax Era,Standard,High,20.14,0
Toyota,Prius,2011,971614,91560,Petrol,Automatic,1500,Coupe,Negombo,Reconditioned,Individual,White,19,13,Low Tax Era,Standard,Low,10.61,1
Toyota,Camry,2011,1004986,134943,Petrol,Automatic,1300,Sedan,Matara,Reconditioned,Individual,White,18,13,Low Tax Era,Standard,Medium,7.45,0
Toyota,Premio,2017,2167597,68561,Diesel,Automatic,1000,Sedan,Jaffna,Used,Individual,Black,16,7,Medium Tax Era,Standard,Medium,31.62,0
KIA,Picanto,2010,519403,212851,Petrol,Manual,1300,Coupe,Jaffna,Reconditioned,Individual,Gold,7,14,Low Tax Era,Standard,Medium,2.44,0
Suzuki,Celerio,2017,1225021,76445,Diesel,Manual,1800,SUV,Colombo,Used,Dealer,Brown,11,7,Medium Tax Era,Standard,Low,16.02,0
Toyota,Allion,2017,2301498,63806,Hybrid,Automatic,1000,Sedan,Ratnapura,Used,Individual,White,5,7,Medium Tax Era,Standard,High,36.07,0
Mazda,Atenza,2017,1845657,73688,Petrol,Automatic,2000,Hatchback,Gampaha,Used,Dealer,Blue,24,7,Medium Tax Era,Standard,Low,25.05,0
Suzuki,Spacia,2020,2488932,50031,Hybrid,Automatic,1300,Van,Jaffna,Used,Dealer,White,20,4,High Tax Era,Standard,High,49.75,0
Toyota,Prius,2008,584127,222001,Petrol,Automatic,1300,Van,Gampaha,Used,Individual,Red,22,16,Low Tax Era,Standard,Medium,2.63,1
Mazda,Demio,2009,623117,136630,Petrol,Automatic,1300,Hatchback,Jaffna,Used,Dealer,White,21,15,Low Tax Era,Standard,Medium,4.56,0
Suzuki,Alto,2016,1253768,103645,Hybrid,Automatic,660,Hatchback,Gampaha,Reconditioned,Individual,Silver,13,8,Medium Tax Era,Standard,High,12.1,1
Suzuki,Wagon R,2021,2534537,43997,Hybrid,Automatic,660,Hatchback,Colombo,Used,Dealer,White,21,3,High Tax Era,Standard,High,57.61,1
Toyota,Camry,2014,1107257,213922,Diesel,Manual,1800,Sedan,Colombo,Used,Individual,White,6,10,Low Tax Era,Standard,Low,5.18,0
Honda,Freed,2015,1480399,111621,Petrol,Automatic,2000,Van,Ratnapura,Used,Individual,Grey,18,9,Low Tax Era,Standard,Low,13.26,0
Toyota,Camry,2015,1708087,82719,Petrol,Automatic,1300,Sedan,Kalutara,Used,Dealer,Black,24,9,Low Tax Era,Standard,Medium,20.65,0
Toyota,Camry,2016,2145825,49107,Hybrid,Automatic,2000,Sedan,Gampaha,Used,Dealer,Grey,11,8,Medium Tax Era,Standard,High,43.7,0
Toyota,Premio,2013,1482696,199324,Hybrid,Automatic,1300,Sedan,Kurunegala,Used,Dealer,White,23,11,Low Tax Era,Standard,High,7.44,0
Suzuki,Swift,2019,1660870,117028,Hybrid,Automatic,1300,Hatchback,Kalutara,Used,Dealer,Black,11,5,Medium Tax Era,Standard,High,14.19,1
Toyota,CH-R,2013,1209830,178185,Hybrid,Automatic,2000,SUV,Gampaha,Used,Individual,Black,8,11,Low Tax Era,Standard,High,6.79,0
Suzuki,Wagon R,2022,3010858,27388,Hybrid,Automatic,1000,Hatchback,Gampaha,Used,Individual,Grey,18,2,High Tax Era,Standard,High,109.93,1
Toyota,Prius,2014,1257123,82972,Petrol,Automatic,1800,Coupe,Matara,Used,Dealer,White,10,10,Low Tax Era,Standard,Low,15.15,1
Toyota,Vezel,2018,2887831,41313,Electric,Automatic,0,SUV,Colombo,Used,Dealer,White,15,6,Medium Tax Era,Standard,Very High,69.9,1
Nissan,Juke,2020,2269296,22637,Petrol,Automatic,1300,Van,Gampaha,Used,Dealer,Silver,17,4,High Tax Era,Standard,Medium,100.24,0
Toyota,Allion,2019,2333266,78192,Petrol,Automatic,1300,Sedan,Matara,Used,Dealer,White,11,5,Medium Tax Era,Standard,Medium,29.84,0
Honda,Grace,2021,4224826,20609,Hybrid,Automatic,1800,Sedan,Galle,Used,Individual,Green,23,3,High Tax Era,Standard,High,204.99,0
Honda,Vezel,2015,1457100,42413,Petrol,Automatic,1000,SUV,Kurunegala,Reconditioned,Individual,Red,24,9,Low Tax Era,Standard,Medium,34.35,1
Honda,City,2012,951507,138703,Diesel,Automatic,1800,SUV,Anuradhapura,Used,Dealer,Green,20,12,Low Tax Era,Standard,Low,6.86,0
Mazda,Atenza,2012,997149,93777,Hybrid,Automatic,1500,SUV,Kurunegala,Used,Individual,Brown,6,12,Low Tax Era,Standard,High,10.63,0
Mazda,CX-5,2018,2169673,54779,Hybrid,Automatic,2000,SUV,Ratnapura,Used,Dealer,White,12,6,Medium Tax Era,Standard,High,39.61,0
Toyota,Vezel,2021,3991308,39161,Diesel,Automatic,1300,SUV,Gampaha,Reconditioned,Dealer,Grey,18,3,High Tax Era,Standard,Medium,101.92,1
Toyota,Vezel,2009,827989,181026,Diesel,Automatic,2000,SUV,Gampaha,Used,Individual,Blue,21,15,Low Tax Era,Standard,Low,4.57,1
Suzuki,Spacia,2013,877522,180128,Electric,Manual,0,Wagon,Colombo,Used,Dealer,Red,17,11,Low Tax Era,Standard,Very High,4.87,0
Suzuki,Spacia,2016,1408188,40968,Electric,Automatic,0,Van,Colombo,Reconditioned,Dealer,Black,8,8,Medium Tax Era,Standard,Very High,34.37,0
Toyota,CH-R,2011,931833,102912,Petrol,Automatic,1800,SUV,Kurunegala,Used,Dealer,Blue,8,13,Low Tax Era,Standard,Low,9.05,0
Mazda,CX-3,2022,3230378,41336,Petrol,Manual,1800,SUV,Kalutara,Used,Dealer,Black,13,2,High Tax Era,Standard,Low,78.15,0
Toyota,CH-R,2010,800356,197399,Diesel,Automatic,2000,SUV,Matara,Used,Dealer,Black,5,14,Low Tax Era,Standard,Low,4.05,0
Honda,Fit,2012,1130465,87903,Electric,Automatic,0,Hatchback,Ratnapura,Used,Dealer,Gold,15,12,Low Tax Era,Standard,Very High,12.86,1
Toyota,Corolla,2018,2905706,43650,Electric,Automatic,0,Sedan,Kandy,Reconditioned,Dealer,Red,5,6,Medium Tax Era,Standard,Very High,66.57,0
Benz,E250,2016,3572712,46895,Diesel,Manual,3500,Sedan,Matara,Used,Dealer,Gold,20,8,Medium Tax Era,Luxury,Low,76.18,0
